,track_id,track_name,artists,track_genre,popularity,energy,tempo,valence,danceability,loudness,intensity,cluster
1174,49ieDVc3fyaSV6QUiusAWG,Língua Felina – Deluxe Edition,Criolo,afrobeat,26,0.797,96.879,0.964,0.77,-4.778,{1},20
1178,793VAZ2ErvDgTgJmvlwRVW,La Mara Tomaza,El Hijo De La Cumbia,afrobeat,26,0.929,92.603,0.655,0.598,-4.382,{1},65
1179,1sTIyJ58UqaMxjGllmkzx2,Tubarão,BaianaSystem,afrobeat,28,0.925,131.065,0.704,0.738,-4.205,{2},65
1180,7nTDFaGqZtkA0KDEays8vu,Oxe,BaianaSystem;Bule Bule;Rapadura,afrobeat,30,0.912,107.999,0.568,0.765,-3.823,{1},65
1182,6CdWVVb0fEm68YrJFHSOI2,Espérame (Extended Mix),Los Amigos Invisibles,afrobeat,31,0.775,119.982,0.962,0.75,-7.086,"{1, 2}",20
1190,6QkjoJ4fgWczKVLkN3zsGR,Tema Di Malaika,Bixiga 70,afrobeat,27,0.886,107.983,0.884,0.689,-8.548,{1},65
1192,3A33sno00r6ooYuPjV8txe,Rádio África,BaianaSystem,afrobeat,28,0.948,130.013,0.848,0.736,-5.486,{2},65
1195,6HuZyRmNgLkVALF4LS99TB,Human Disco Ball,Plastilina Mosh,afrobeat,28,0.99,125.026,0.921,0.806,-7.994,{2},65
1196,1JF1nELbG0d3bxg7EPLGNQ,Cachete a Cachete,Los Amigos Invisibles,afrobeat,30,0.755,118.168,0.597,0.781,-7.015,"{1, 2}",20
1198,51qhR6wqpb6Gm2PSOwBPCF,Corneteiro Luís,BaianaSystem,afrobeat,30,0.857,126.009,0.792,0.764,-4.618,{2},65
1201,4icYKOgfJLxp44GNWEZqyJ,Grateful,Limoblaze;Moses Bliss,afrobeat,45,0.866,131.913,0.711,0.729,-5.656,{2},65
1203,38hOrmc7D0YqWZ2QYdxgK2,Desire,Limoblaze;Emandiong,afrobeat,49,0.858,115.113,0.432,0.699,-6.603,"{1, 2}",65
1208,1d27EOdOzpEGWWT59hf1xm,YOU,Jor'dan Armstrong,afrobeat,27,0.718,93.028,0.608,0.701,-5.677,{1},20
1211,2KCyx1wmIdWUwJPM7LItHS,Belongs to You - EDM Remix,Sarah Téibo;Sigag Lauren;Paola Carla,afrobeat,26,0.828,104.974,0.31,0.746,-6.568,{1},20
1218,0lG2LQ2t8sUXzVef5SYjEj,Cumbia Cumbia,Thiago França,afrobeat,25,0.728,94.067,0.924,0.893,-7.742,{1},20
1219,2Fc99kfkQ1S2RilXcd6xIU,Quieren Efectos,Money Chicha,afrobeat,24,0.773,96.617,0.597,0.553,-6.446,{1},20
1221,7bm92XIVukRUY8O3xEhWfX,Show & Prove,Breakestra,afrobeat,26,0.874,107.346,0.836,0.668,-2.771,{1},65
1229,4PYtKS83Cg2UZa6rKrePyT,Dame el Mambo,Los Amigos Invisibles,afrobeat,28,0.868,119.988,0.802,0.738,-5.411,"{1, 2}",65
1231,3jDxMQEuQvVjCuTdvcD6qO,Eu Vou no Gueto,Afrocidade,afrobeat,26,0.902,133.984,0.882,0.762,-4.341,{2},65
1232,4uvbpWSO8tnJFWwDCimjmU,Give us your money (feat. Superthriller),Los Amigos Invisibles;Superthriller,afrobeat,27,0.793,112.003,0.771,0.776,-7.276,"{1, 2}",20
1233,4KoSQS6Bs9ZjgkdvR7UFJM,No Es Fácil Amar,Los Amigos Invisibles,afrobeat,29,0.825,117.893,0.79,0.732,-7.509,"{1, 2}",20
1234,5o0ehnApshT6XmXu3tT2OJ,Abra Sua Cabeça,Abayomy Afrobeat Orquestra,afrobeat,25,0.895,120.069,0.962,0.695,-8.202,{2},65
1237,47zhPBoQaIgrDlRTZn3e8Z,Viajero Frecuente del Amor,Los Amigos Invisibles,afrobeat,28,0.92,133.924,0.661,0.609,-4.989,{2},65
1238,0aRBk8abP2vA3wl7GV74SA,Open Your Eyes,Newen Afrobeat,afrobeat,25,0.702,113.073,0.855,0.802,-7.722,{1},20
1239,3n4xOoTgs35OjmOnCDj1VX,Magus Mountain,The Budos Band,afrobeat,27,0.803,105.904,0.253,0.486,-6.157,{1},20
1242,4UI3qMUacIIev18bDTyRRR,Capucha,BaianaSystem;Claudia Manzo,afrobeat,28,0.938,104.981,0.561,0.736,-4.176,{1},65
1244,39xIDaeOVTKlUpSAwaG5Jr,Monster Truck,Plastilina Mosh,afrobeat,28,0.932,96.899,0.492,0.583,-7.734,{1},65
1258,7EytAw7jpuHSPDoro79Rc0,Take My Time,Breakestra;Choklate,afrobeat,25,0.884,104.962,0.883,0.641,-5.472,{1},65
1265,6nOG7P1UzG9vqhBtB9Bdab,The Red Hill,The Bongo Hop;Dafuniks,afrobeat,24,0.788,99.91,0.871,0.776,-7.785,{1},20
1267,2oWex6rYoQ7Bl2D9zG8d3F,Water No Get Enemy,Fela Kuti,afrobeat,48,0.926,90.934,0.883,0.641,-7.718,{1},65
1270,4THV8iU0E5bW9uPLjDVWSC,Llegaste Tarde,Los Amigos Invisibles,afrobeat,26,0.82,102.572,0.854,0.49,-7.138,{1},20
1272,2NVK1qY94RNPBEururiknk,Duck and Cover,Orgone,afrobeat,25,0.729,100.995,0.907,0.786,-8.323,{1},20
1273,4alWdQ3c2rd0NuIwZ3nF5M,Una canción me trajo hasta aquí,Jorge Drexler,afrobeat,26,0.843,131.461,0.842,0.669,-5.726,{2},65
1275,7JxdbxzHJZLP9kBtUNuwKt,Direto de Camaçacity,Afrocidade,afrobeat,25,0.779,105.003,0.464,0.821,-4.283,{1},20
1276,1o2QdOWqHDLt6Fv2pVfkNf,Feitiço,Samuca e a Selva,afrobeat,24,0.793,121.977,0.972,0.868,-3.828,{2},20
1277,1Y7JDqUVbaHRPsLJtSY8ie,Arroz Con Frijoles,Grupo Fantasma,afrobeat,24,0.931,105.214,0.801,0.382,-7.296,{1},65
1280,7F9iD9cZBEQMZgeD9EuO4Z,El Volcán,Juanafé,afrobeat,25,0.897,96.891,0.839,0.715,-4.822,{1},65
1281,3lUTTvpsqOJGm28TZYgIGn,Pa' Congo,The Bongo Hop;Maikcel,afrobeat,24,0.951,110.076,0.762,0.723,-5.076,"{1, 2}",65
1283,04Y5KWj5JKfr4IaMoPlQP3,Feitiço,Samuca e a Selva,afrobeat,24,0.797,121.996,0.973,0.869,-4.455,{2},20
1287,48DWFHPOnkzvgyywwED5ZO,Es la Verdad,Los Amigos Invisibles,afrobeat,26,0.952,108.004,0.714,0.623,-7.348,{1},65
1288,2YsFthSjFDrRepQTwQuVNW,International,Lack Of Afro;Wax;Herbal T,afrobeat,25,0.736,96.971,0.63,0.659,-8.119,{1},20
1289,1iNWWO3i1L4gpy7fZpdUwP,Can You Get It,Mandrill,afrobeat,23,0.928,122.487,0.782,0.854,-7.29,{2},65
1292,7p0h4RYJA700piwO1grdoz,Afrorumbachilenera,Juanafé,afrobeat,25,0.745,95.071,0.432,0.588,-5.754,{1},20
1293,08kI60xFWphU3ZYkHX00io,Meet You In The Sunshine,The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,afrobeat,26,0.833,95.838,0.732,0.579,-9.369,{1},20
1295,7ikzBJC2N3h78r9Iu03aOG,País Tropical,Orquestra Brasileira de Música Jamaicana,afrobeat,24,0.77,127.971,0.964,0.816,-5.94,{2},20
1296,1EcDq6wqhhQSdEfVK4mTjH,Banano´s Bar,Plastilina Mosh,afrobeat,27,0.842,116.151,0.39,0.605,-9.482,"{1, 2}",20
1297,3JhHQXwYAoG2ks4F6FQ6FB,Anestesiada (feat. Kinky),Los Amigos Invisibles;Kinky,afrobeat,26,0.951,116.001,0.932,0.736,-3.983,"{1, 2}",65
1298,1z8eYOOd1fjxbubkDd8Z9a,Memoria del cuero,Jorge Drexler,afrobeat,25,0.869,117.999,0.813,0.674,-9.837,"{1, 2}",20
1299,4vZdynsnbBJh8WtLmo6wJa,Aquí Nadie Esta Sano (feat. Los Auténticos Decadentes),Los Amigos Invisibles;Los Auténticos Decadentes,afrobeat,27,0.91,123.023,0.96,0.768,-2.398,{2},65
1300,6Pg4rb8siscryBP7et3wbX,Saci (Remix),BaianaSystem;Tropkillaz,afrobeat,42,0.922,127.989,0.657,0.974,-3.983,{2},65
1302,1Wb09hTo6O41UzdOq7Pd2i,Hard Up,The Bamboos,afrobeat,12,0.922,104.015,0.761,0.782,-4.028,{1},65
1303,5G2pbqhXrpVbGOYoWaz04J,Maasai - Doctor Flake Remix,Kutiman;Doctor Flake,afrobeat,43,0.874,101.994,0.339,0.648,-5.851,{1},65
1304,1ETZhP9orTkDclKEyt0xqm,Fantastic Man,William Onyeabor,afrobeat,45,0.756,114.28,0.944,0.7,-10.714,"{1, 2}",20
1307,21s0bjVrP7RtQskeUKZxOu,Soul Makossa,Manu Dibango,afrobeat,49,0.835,114.997,0.8,0.831,-3.768,"{1, 2}",65
1308,6NwRFywhc7oCdQjhsnNQmD,Raggaxixe,Thiago França,afrobeat,23,0.73,93.414,0.773,0.72,-6.385,{1},20
1309,1tSSc111CwyzxWmmIxyXRS,Lead the Way,Sarah Téibo,afrobeat,22,0.807,98.969,0.488,0.729,-5.803,{1},20
1313,2PZ0HBnevHMlXuWiH6uMyc,Le king m'a validé,Big Ty;Markis,afrobeat,22,0.93,125.014,0.954,0.662,-7.483,{2},65
1317,0EKNvyq6JQXvaslzqnjZQf,Like a Child - Remix,Sarah Téibo;Fred Hammond,afrobeat,23,0.811,100.065,0.417,0.711,-5.59,{1},20
1319,6PnGujnRXNLYNkncUjlx32,Vampires,Voilaaa;Hawa;Fouley Badiaga,afrobeat,21,0.731,119.997,0.945,0.879,-9.609,{1},20
1322,1r7ACDef4LjHS46dkS4Ufb,Guayabo,QUITAPENAS,afrobeat,21,0.827,117.74,0.911,0.589,-6.01,"{1, 2}",65
1323,1VJi7PtheTX2oJYIJZ7bWD,Adiós Batata - Cerrero Dub Mix,Son Palenque;Cerrero;El León Pardo,afrobeat,24,0.703,114.113,0.487,0.625,-5.571,{1},20
1325,0ut6MoPysgNdUVwaHBFk6h,Tujunga,Ikebe Shakedown,afrobeat,22,0.83,127.237,0.883,0.683,-5.994,{2},65
1326,03SLq7KvMQuOMl3sTeN2Kj,Why You Love Me,Nosa,afrobeat,0,0.886,133.931,0.587,0.503,-5.085,{2},65
1328,5aqzJkElPJ4mN16RGnn4bK,Ham Gallery,The Poets Of Rhythm,afrobeat,23,0.848,109.49,0.641,0.781,-9.61,{1},20
1332,5pNh3jnmSvVfLcPYw57IAZ,La Carga,The Bongo Hop;Nidia Gongora,afrobeat,22,0.709,104.987,0.851,0.738,-6.431,{1},20
1335,2eU6yZOsTESuFQfl0T4zVf,Lord Of The Golden Baboon,Mandrill,afrobeat,23,0.845,128.627,0.586,0.571,-6.674,{2},65
1336,7ACrwbWJLys1l6U4zVgcem,Calçada,Criolo,afrobeat,22,0.768,111.077,0.76,0.815,-5.136,"{1, 2}",20
1337,13vgkc4kKqZi14NzDInzId,Barbatana,BaianaSystem,afrobeat,24,0.778,131.049,0.385,0.558,-6.747,{2},20
1338,7CPcdd139C0dnItn6nJefB,Kinkinzazo,Plastilina Mosh,afrobeat,25,0.948,126.703,0.957,0.688,-4.961,{2},65
1339,6up6hWbjoTzoe7166rPHW2,Chinchín,Juanafé,afrobeat,23,0.792,121.831,0.945,0.665,-4.255,{2},20
1343,49FKW4e2yUqbKkzncXjjIH,Mundo Sem Memória,Abayomy Afrobeat Orquestra;Otto,afrobeat,20,0.878,102.012,0.751,0.697,-7.686,{1},65
1344,1uzzzHuooaIxnburo0DAk7,El Lobo,Wganda Kenya,afrobeat,23,0.862,110.192,0.844,0.528,-7.348,"{1, 2}",65
1345,5tCA3clelWA6MYU1bucRVS,Afobado Peito Altivo,Samuca e a Selva,afrobeat,22,0.754,100.955,0.883,0.424,-6.66,{1},20
1348,54sxsI1fcUJSAmKyty00r5,Can You Get It,Mandrill,afrobeat,7,0.912,122.496,0.798,0.858,-8.237,{2},65
1350,03UnPfDS0FvZzi0Z3I7yue,Okay,Limoblaze;Ada Ehi,afrobeat,40,0.751,105.003,0.834,0.787,-5.288,{1},20
1351,74ZV02rTNGS72yVMhuydmg,Dance the Body Music,Osibisa,afrobeat,27,0.831,120.919,0.973,0.731,-7.615,{2},20
1353,2xKrjhPVU1d5hYzfNY6Ltb,Road Song,Ikebe Shakedown,afrobeat,51,0.735,106.589,0.727,0.63,-7.682,{1},20
1361,4KRAPYoTgdQ6eJCU78F589,Valle Moreno,QUITAPENAS,afrobeat,21,0.847,119.205,0.852,0.534,-8.527,"{1, 2}",20
1363,3OGKGvLhd2rN04g2iaCXVs,Adará,Abayomy Afrobeat Orquestra;Orlando Julius,afrobeat,21,0.9,121.032,0.664,0.613,-8.293,{2},65
1367,2vpOX57SegPaUM8R43Ye9D,Influence of Worship,Eddie Neblett,afrobeat,22,0.702,82.83,0.711,0.536,-5.748,{1},20
1368,6p7KEJStN2J1EpsT3hZVqH,Hang Loose,Mandrill,afrobeat,22,0.797,128.291,0.935,0.54,-10.777,{2},20
1373,1LmZaecYKj4THjxxA9Gs22,Lua Branca,Afrocidade;Luedji Luna,afrobeat,21,0.858,110.993,0.69,0.81,-3.704,"{1, 2}",65
1380,132Gi8vnL1YGS7DjHdjjiE,Slide Show,El Michels Affair,afrobeat,21,0.716,81.689,0.874,0.587,-7.943,{1},20
1384,5pKUJLGKZjoPiYJnQYRH9a,Turn and Burn,The Budos Band,afrobeat,22,0.833,116.012,0.652,0.445,-7.373,"{1, 2}",20
1385,6VDz8W9nlUYVp2340N4jl6,Até de Manhã,Afrocidade,afrobeat,21,0.83,100.015,0.364,0.746,-4.983,{1},65
1387,39GG1KFPegqcjknOasUrg3,Danny Trejo,Plastilina Mosh,afrobeat,25,0.968,93.984,0.756,0.771,-6.142,{1},65
1388,2RhJqgcxU7hy1KZ8xLGuky,Deep in the Sand,The Budos Band,afrobeat,22,0.864,119.095,0.486,0.471,-5.079,"{1, 2}",65
1389,337tTnKLdmVdLYjMcllLqR,Avi-Vo - Remastered,Lafayette Afro Rock Band,afrobeat,21,0.868,118.125,0.693,0.709,-6.436,"{1, 2}",65
1392,3dvYujyJXn2fuNalpg6r0E,Sorry Sorry - Old School Afro Dub,Femi Kuti,afrobeat,21,0.871,101.199,0.618,0.763,-8.779,{1},20
1393,2dpvUY3DfmybZ8aimDHNKs,Chapéu Panamá,BaianaSystem,afrobeat,24,0.93,105.017,0.487,0.823,-4.663,{1},65
1394,5TX5HJiEjHBkkGw1SHVZ3U,Passeando em Mim,Samuca e a Selva,afrobeat,21,0.722,117.997,0.552,0.875,-5.276,{1},20
1395,0Tu9CVtudympO1AQStFlav,Logun,Metá Metá,afrobeat,22,0.868,122.883,0.913,0.617,-7.344,{2},65
1396,5s2cJ6oq5VJX8ECTiq0PUV,Ali Bombaye (Zaire Chant) I,Mandrill;Michael Masser,afrobeat,21,0.967,128.446,0.725,0.528,-8.212,{2},65
1398,14H4WPC9IGuN0OGbzqS1XY,Aquamosh,Plastilina Mosh,afrobeat,24,0.728,92.228,0.509,0.704,-10.712,{1},20
1400,6lnXNuAixFoNuoEe2dXb6d,For Me,Limoblaze;Marizu,afrobeat,43,0.719,107.95,0.719,0.728,-4.201,{1},20
1404,5pqmDb9iQXoyvzuUi8riHi,Fill My Cup,Angeloh,afrobeat,20,0.704,100.019,0.489,0.615,-7.582,{1},20
1407,1gW5zzEe41Hdbd3l1CYllP,Mbila - João Selva Remix,Les Mamans du Congo;RROBIN;João Selva,afrobeat,20,0.769,123.904,0.606,0.821,-9.618,{2},20
1408,3RKzHk3thT1H4q85GmWDaG,Contra el Sol,Ocote Soul Sounds,afrobeat,20,0.854,107.855,0.961,0.664,-10.352,{1},20
1416,6zcKml6Wm7YlcgxZnrMx5y,Le mariage forcé,Star Feminine Band,afrobeat,21,0.752,118.591,0.776,0.716,-6.036,"{1, 2}",20
1419,5FtemPS1ZEhULQnIN8gmVT,Agoya,The Souljazz Orchestra,afrobeat,20,0.88,115.967,0.783,0.739,-5.531,"{1, 2}",65
1422,40dOkG5POxk2F6e5dhqY1h,Shattered Winds,The Budos Band,afrobeat,22,0.826,105.475,0.685,0.447,-6.556,{1},20
1426,5VRB9PIlcUGON4w4PzdnT8,Simigwa-Do,Gyedu-Blay Ambolley,afrobeat,20,0.812,122.003,0.748,0.805,-5.43,{2},20
1427,6dQViwVNXyvpMaZjtLQYVu,Is yeelyel,The Souljazz Orchestra,afrobeat,20,0.805,116.002,0.914,0.843,-7.029,"{1, 2}",20
1430,40KeMi4kkYpAlT1VmjrxDb,Get It Right,Breakestra,afrobeat,21,0.962,108.602,0.872,0.743,-3.922,{1},65
1432,1LRnLcvfg4fC7Jt71OIFaB,Curiche,Newen Afrobeat,afrobeat,20,0.711,110.063,0.861,0.79,-8.014,{1},20
1434,4DKO2CA6oURAbnG2shWVOC,Cria de Favela,Criolo,afrobeat,20,0.751,111.96,0.701,0.695,-4.966,"{1, 2}",20
1435,6LqsZMJ4CS4bu13W5lUfC7,Budos Dirge,The Budos Band,afrobeat,22,0.877,120.907,0.814,0.571,-9.563,{2},20
1438,6JmYFFgDAZA69GgDfLfHkP,Closer to Me,Lack Of Afro;Roxie Ray,afrobeat,22,0.902,111.925,0.893,0.677,-7.584,"{1, 2}",65
1442,5sS5Jqw2h7WFw5yWVk3kPr,Count It,Jor'dan Armstrong,afrobeat,21,0.858,100.04,0.55,0.517,-5.168,{1},65
1443,60KZzvMOCeuDMwT8yVp84N,El Sirenito,Plastilina Mosh,afrobeat,23,0.898,92.953,0.875,0.671,-6.861,{1},65
1445,3Wgg2Se9D2QL9I3oR8GUy8,Mizin,Ebo Taylor,afrobeat,22,0.841,106.477,0.891,0.808,-5.99,{1},65
1448,01zkbVsJQrtL1kwefeULG8,El Que Te Quiere Te Quiere,Juanafé,afrobeat,21,0.904,93.94,0.783,0.722,-5.661,{1},65
1449,3VhI9Y8WXoKSME4BBgUnWx,Ora Iê Iê O,Metá Metá,afrobeat,21,0.815,106.068,0.964,0.682,-7.55,{1},20
1456,6btBxRX5cmgzNw2uCNUU2K,Old Engine Oil,The Budos Band,afrobeat,40,0.91,92.94,0.322,0.366,-6.157,{1},65
1457,7E1qzc9yPdkNnwcrsDc2K2,Amoureux,Ilover,afrobeat,20,0.859,82.069,0.867,0.703,-3.991,{1},65
1458,4rEp8rVONwpPNdFyYzRw0H,Your Love,Limoblaze;Dj Horphuray,afrobeat,42,0.719,110.02,0.958,0.795,-4.791,{1},20
1459,6tkSDxoNHMQ6eoeJGB2Q22,Bra,Cymande,afrobeat,47,0.769,117.733,0.891,0.676,-10.142,"{1, 2}",20
1460,6CXjlzqcrZgKH8j3UhVm4y,Like a Child,Sarah Téibo;Jason Nicholson-Porter;Tehillah Daniels,afrobeat,20,0.703,90.066,0.611,0.631,-6.242,{1},20
1462,4WflBT5aJpDmDZUx9ILewW,Bim-Bim-Bim,Caê,afrobeat,20,0.76,122.108,0.895,0.778,-6.408,{2},20
1466,7bH0vuNH2UMpgJ57reuEr1,Revoar,Orquestra Voadora,afrobeat,21,0.744,88.561,0.963,0.413,-9.798,{1},20
1472,62vanxxd2ya187PcF6Pc59,KNUCKLEHEAD,The Sound Stylistics,afrobeat,21,0.897,113.784,0.942,0.688,-5.623,"{1, 2}",65
1473,5utbwhNY1zcrYkqEFWvMkx,Sniffin' & Snatchin',The Soul Snatchers,afrobeat,21,0.862,106.052,0.682,0.785,-7.252,{1},65
1474,4pjyykvlKHC8wBUmRxEvcy,Pas la peine,Vaudou Game,afrobeat,20,0.788,122.712,0.8,0.82,-5.81,{2},20
1476,0ln5lNsSNM69EJSUjxZEIE,Posed To Be - Instrumental,Breakestra,afrobeat,21,0.864,104.356,0.687,0.783,-8.554,{1},20
1477,79dawNsHM3DBoGwkzeMeXf,Duas de Cinco,Criolo,afrobeat,20,0.718,80.112,0.514,0.658,-8.128,{1},20
1479,2sxfEN8hXpVuT71WHTrmGp,Tuntuna Rebajada,Romperayo,afrobeat,20,0.713,83.493,0.934,0.7,-9.615,{1},20
1481,50Jrmqeu2Ko23HjJygRjbU,Femme africaine,Star Feminine Band,afrobeat,21,0.834,113.778,0.871,0.517,-6.918,"{1, 2}",20
1482,6ERSeYdw1JMv58g3CHrOQU,The Importance of Elsewhere,Lack Of Afro,afrobeat,21,0.727,108.036,0.826,0.795,-9.737,{1},20
1483,5HJzIQ6RNQpuyy50wvQ8Ux,Mjlm,Plastilina Mosh,afrobeat,23,0.854,126.39,0.792,0.739,-3.464,{2},65
1485,7HGpejbjHQb4WE5VFKuAfm,The Proposition,The Budos Band,afrobeat,21,0.905,97.327,0.579,0.507,-7.304,{1},65
1488,6kChpaCoPoh7WY84iSpWk9,Story,Greatman Takit,afrobeat,20,0.849,106.873,0.808,0.845,-5.77,{1},65
1491,5MYEsQRQLp9H82wBUHq8cP,Burundanga,Los Amigos Invisibles,afrobeat,22,0.914,109.998,0.727,0.759,-7.616,{1},65
1493,6vCaE0f8dWkjgytfnTka9v,Mark of the Unnamed,The Budos Band,afrobeat,21,0.797,114.822,0.795,0.622,-8.958,"{1, 2}",20
1494,6wWH1NP5tx5nogRyrD4EbT,Instant Coffee (feat. Kyle Hollingsworth),Euforquestra;Kyle Hollingsworth,afrobeat,19,0.777,101.941,0.792,0.717,-4.229,{1},20
1495,29CBLtJrvyVxdJ41seRiZp,You Mess Me Up,The New Mastersounds,afrobeat,22,0.995,98.171,0.921,0.573,-3.365,{1},65
1499,7dfQM5NkuXIuUOGojEhjNd,All Day Today,Los Amigos Invisibles,afrobeat,22,0.932,124.012,0.82,0.75,-5.68,{2},65
1505,3RZoPvPHZsPTTc94DfWSCL,Zombie,Fela Kuti,afrobeat,41,0.942,131.45,0.574,0.672,-5.145,{2},65
1510,2Z6Vb2vK1IBI6RTnqCbeCA,Rock It,The Dynamics,afrobeat,19,0.824,129.01,0.902,0.814,-9.559,{2},20
1512,3tAJQ21Hp60pa9qImKcjOl,Mandjou,Voilaaa;Lass,afrobeat,19,0.801,116.017,0.908,0.843,-8.712,"{1, 2}",20
1513,3NGkNPtXtTXV5VqiLpGgLd,Oxe,BaianaSystem;Bule Bule;Rapadura,afrobeat,21,0.913,108.013,0.533,0.793,-3.816,{1},65
1516,6e5hyCF3qVFEtPm7QsRiw1,Magic Fever,Plastilina Mosh,afrobeat,22,0.808,137.086,0.556,0.61,-5.957,{2},20
1518,2tj57Lw8MfcLdnYis7zWne,Unqualified,Ikebe Shakedown,afrobeat,19,0.907,122.843,0.866,0.599,-5.236,{2},65
1521,1QmgrcZquzAfW1OMALh1yb,Conga - Remastered,Lafayette Afro Rock Band,afrobeat,19,0.83,119.099,0.602,0.705,-9.266,"{1, 2}",20
1524,7Ig85CHnKlZUzicGbgVjhJ,Topo do Mundo,Afrocidade,afrobeat,19,0.863,132.983,0.676,0.744,-4.424,{2},65
1525,2Ef4mtuC9eXOa37ESXA7QO,Bogotá (Instrumental),Criolo,afrobeat,19,0.882,122.037,0.872,0.751,-7.125,{2},65
1527,62GZeJlAOU3GM6BY6Myg3Q,Aquecimento Caboclo Roxo,Foli Griô Orquestra;DJ Vinimax;Cebolinha do Passinho,afrobeat,19,0.79,127.623,0.867,0.633,-7.266,{2},20
1528,7eXA7AJdR992WM2oo7C5fN,Boom Boom Tarará,Ricardo Lemvo;Makina Loca,afrobeat,19,0.871,123.06,0.961,0.778,-6.088,{2},65
1529,36aaYsnvpWRGRByxTOdRhF,Malaria,Ondatrópica,afrobeat,21,0.798,109.897,0.906,0.647,-9.506,{1},20
1530,6kWy9wZQbKVT7nmn9VWSjF,Back in Business,Lack Of Afro;Wax;Herbal T,afrobeat,21,0.925,116.057,0.898,0.815,-6.041,"{1, 2}",65
1532,22zhfelopv8Xv6s26aoJof,Dança de Airumã,BaianaSystem,afrobeat,21,0.852,108.033,0.635,0.683,-4.568,{1},65
1543,5Vmk3HHkPcatdSUHdrSwzk,Afroman,Plastilina Mosh,afrobeat,23,0.883,104.159,0.783,0.644,-8.481,{1},65
1546,7pEd3kku2USJMe8EsA67cL,Mi Linda,Los Amigos Invisibles,afrobeat,22,0.897,135.087,0.897,0.727,-6.356,{2},65
1550,3hlQG5mVjjR5MupseJXkid,Gold,Limoblaze;Ada Ehi,afrobeat,0,0.719,113.017,0.699,0.479,-7.075,{1},20
1556,7f80RhVUNhBp0c0P0uqUT3,Mulato,Iconili,afrobeat,18,0.752,121.92,0.832,0.635,-7.316,{2},20
1561,2IbztleYrj67nOjHQATCQ2,River,Eddie Neblett,afrobeat,19,0.704,104.725,0.865,0.569,-10.146,{1},20
1564,3tFS1lOvSjabTFmOPTNifs,Cash and Carry - Remix,BANTU;Megaloh;Ghanaian Stallion,afrobeat,19,0.814,114.886,0.784,0.846,-4.997,"{1, 2}",20
1566,19AnofCWfqlq9Hh36CLxpI,Nothing Can Stop Us,Soothsayers,afrobeat,18,0.758,111.038,0.911,0.78,-7.629,"{1, 2}",20
1568,6y53DcvbGDE8APnShmAuUA,Tomowa,Voilaaa;Renaud Bilombo,afrobeat,19,0.75,121.989,0.964,0.902,-8.803,{2},20
1570,0tXQlZrIM2qHF1TpUYtZ5Z,Asi No Se Puede Muchaches,Romperayo,afrobeat,19,0.885,112.01,0.832,0.736,-5.579,"{1, 2}",65
1571,1NdstGJRxpP8qhiYzfJTBX,Evolui (Bem Aventurados),OQuadro,afrobeat,19,0.772,93.521,0.922,0.851,-6.516,{1},20
1573,1QaPhw2LrjGzkNtqgl3klY,Vuela Junto a Mí,Newen Afrobeat,afrobeat,18,0.904,100.045,0.85,0.795,-7.685,{1},65
1574,6351i7WOJI5fYE74IJFksw,Canoeiro (vinheta),Afrocidade;Nildes Bomfim,afrobeat,19,0.92,110.488,0.4,0.573,-8.486,"{1, 2}",65
1577,030RVDutkfRcbxnvP4OjuK,That Woman (Congo Sanchez Remix) [feat. Alan Evans],Euforquestra;Alan Evans,afrobeat,18,0.721,93.0,0.792,0.735,-6.701,{1},20
1578,0s6ISXTrjKbtUM6dO5KXo8,Chicha Negra,Money Chicha,afrobeat,19,0.853,97.222,0.937,0.452,-6.06,{1},65
1581,2t6XaEhrYLYP6ysVveqiFr,Nowa - Radio Edit,The Bongo Hop;Maikcel,afrobeat,19,0.919,99.906,0.96,0.742,-6.173,{1},65
1585,2kXcbzDysxMAoOcM4Gtrkq,Nación Nueva,Newen Afrobeat,afrobeat,18,0.75,134.96,0.705,0.668,-6.718,{2},20
1586,6tLJ6F2PNFmQfZlaJQqblS,Son de la Loma,Manu Dibango;Cuarteto Patria,afrobeat,19,0.741,103.72,0.936,0.485,-4.425,{1},20
1587,63PxVRm13C7DunBBLlxJVo,Che Revolution (feat. La Dame Blanche),El Hijo De La Cumbia;La Dame Blanche,afrobeat,19,0.919,109.022,0.155,0.735,-4.58,{1},65
1588,4IjqZHdMBD6hAGSSNcAWZc,Só,Samuca e a Selva,afrobeat,19,0.84,112.081,0.734,0.757,-7.052,"{1, 2}",20
1589,589SiueQ3yldZpKQMBGKk5,Higher,Jor'dan Armstrong,afrobeat,19,0.888,120.042,0.625,0.765,-5.344,{2},65
1591,01WVTVy1SxkOJ9wtwSioWL,Only Now - Bosq Remix,Warsaw Afrobeat Orchestra;Bosq,afrobeat,18,0.917,108.991,0.747,0.788,-6.353,{1},65
1595,4fYTQfOVDBxlPrugtBgtIt,Fiesta de Locos,Calle 13,afrobeat,21,0.922,105.085,0.712,0.775,-4.866,{1},65
1596,3mecpQUsNEqBgIk35tdkf4,Groupie,Los Amigos Invisibles,afrobeat,21,0.756,126.122,0.702,0.761,-7.656,{2},20
1597,3pl6CTfTPwJKYbRn39oidc,Human Disco Ball,Plastilina Mosh,afrobeat,19,0.989,125.028,0.926,0.795,-7.986,{2},65
